OBJECTID,PIC,Facility_Name,Facility_Address,City,STATE,ZIP_Code,Operational_Designation,Source,Full_Address,Confidence,Low_Income,longitude,latitude
157,3454,ASK AM/PM,4860 S HUNTINGTON DR,LOS ANGELES,CALIFORNIA,90032,Service Station or Gas Station,ARB,,,,-118.17814391500954,34.086015899514386
158,12816,HUNTINGTON DRIVE SHELL,4590 HUNTINGTON DR N,LOS ANGELES,CALIFORNIA,90032,Service Station or Gas Station,ARB,,,,-118.18818796989878,34.08595962173933
159,8754,PRONTO FUEL,918 N SOTO ST,LOS ANGELES,CALIFORNIA,90033,Service Station or Gas Station,ARB,,,YES,-118.20398253096884,34.05266622046994
160,3463,WINALL OIL #1,401 S SOTO ST,LOS ANGELES,CALIFORNIA,90033,Service Station or Gas Station,ARB,,,,-118.2118693029258,34.040514996470165
161,3411,WORLD OIL MARKETING COMPANY #60,10991 SANTA MONICA BLVD,LOS ANGELES,CALIFORNIA,90025,Service Station or Gas Station,ARB,,,,-118.44112972915356,34.048824947113765
162,3462,SHELL #135547,2005 E 4TH ST,LOS ANGELES,CALIFORNIA,90033,Service Station or Gas Station,ARB,,,YES,-118.21655732036393,34.04280502383296
163,3457,SOTO MOBIL MART,1010 N SOTO ST,LOS ANGELES,CALIFORNIA,90033,Service Station or Gas Station,ARB,,,,-118.20356079569403,34.05320738391386
164,3461,GSE 76 MARENGO,1848 MARENGO ST,LOS ANGELES,CALIFORNIA,90033,Service Station or Gas Station,ARB,,,YES,-118.21074638423815,34.05802975826695
165,3466,PARSICO INC,2305 S LA CIENEGA BLVD,LOS ANGELES,CALIFORNIA,90034,Service Station or Gas Station,ARB,,,,-118.37746979629392,34.037451883098086
166,3467,CHEVIOT CHEVRON,3029 S ROBERTSON BLVD,LOS ANGELES,CALIFORNIA,90034,Service Station or Gas Station,ARB,,,,-118.39028413990096,34.032465011950904
167,3460,GSE 76 4TH,1800 E 4TH AVE,LOS ANGELES,CALIFORNIA,90033,Service Station or Gas Station,ARB,,,YES,-118.21959225258026,34.04300214893025
168,3465,CHEVRON STATION# 93691,2065 S LA CIENEGA BLVD,LOS ANGELES,CALIFORNIA,90034,Service Station or Gas Station,ARB,,,,-118.37732849391467,34.03901873142951
169,3468,National Robertson Carwash,3071 S ROBERTSON BLVD,LOS ANGELES,CALIFORNIA,90034,Service Station or Gas Station,ARB,,,,-118.39069574791027,34.03180856261528
170,3464,CIRCLE K MOBIL STORE 2211234,10611 NATIONAL BLVD,LOS ANGELES,CALIFORNIA,90034,Service Station or Gas Station,ARB,,,,-118.41535618543946,34.03094678096938
171,3469,AL'S WESTSIDE #2,3479 MOTOR AVE,LOS ANGELES,CALIFORNIA,90034,Service Station or Gas Station,ARB,,,,-118.40879540898077,34.02667602377972
172,3473,WORLD OIL MARKETING COMPANY #17,1460 S LA CIENEGA BLVD,LOS ANGELES,CALIFORNIA,90035,Service Station or Gas Station,ARB,,,,-118.37610797360394,34.051513707791585
173,3475,GSE 76 ROBERTSON,1701 S ROBERTSON BLVD,LOS ANGELES,CALIFORNIA,90035,Service Station or Gas Station,ARB,,,,-118.38558975796079,34.04878461431868
174,3476,JINS LA CLEVEGA SHELL,8500 W PICO BLVD,LOS ANGELES,CALIFORNIA,90035,Service Station or Gas Station,ARB,,,,-118.376240789081,34.05328863406345
175,3472,PROMART,1004 S LA CIENEGA BLVD,LOS ANGELES,CALIFORNIA,90035,Service Station or Gas Station,ARB,,,,-118.37612147782379,34.05934256610671
176,9478,ARCO #63020,10801 SANTA MONICA BLVD,LOS ANGELES,CALIFORNIA,90025,Service Station or Gas Station,ARB,,,,-118.4349341943574,34.05056564878589
177,3483,BEVERLY CHEVRON,7020 BEVERLY BLVD,LOS ANGELES,CALIFORNIA,90036,Service Station or Gas Station,ARB,,,,-118.3435766029777,34.07611527659889
178,3471,SINACO OIL 4 CORP,9930 NATIONAL BLVD,LOS ANGELES,CALIFORNIA,90034,Service Station or Gas Station,ARB,,,,-118.40267105012869,34.030072665121615
179,9297,ARCO #69640,8770 W OLYMPIC BLVD,LOS ANGELES,CALIFORNIA,90035,Service Station or Gas Station,ARB,,,,-118.38325241816445,34.05931398924943
180,3482,MIRACLE MILE 76,5436 W 6TH ST,LOS ANGELES,CALIFORNIA,90036,Service Station or Gas Station,ARB,,,,-118.34482171704845,34.06485032818033
181,3478,B&F WORLD INDUSTRIAL INC,9448 W PICO BLVD,LOS ANGELES,CALIFORNIA,90035,Service Station or Gas Station,ARB,,,,-118.39499164834574,34.055207007597495
182,3491,GSE 76 VERNON,505 W VERNON AVE,LOS ANGELES,CALIFORNIA,90037,Service Station or Gas Station,ARB,,,YES,-118.28289303578478,34.00381597862469
183,3480,LA BREA CHEVRON,307 N LA BREA AVE,LOS ANGELES,CALIFORNIA,90036,Service Station or Gas Station,ARB,,,,-118.34410102104519,34.07729137399789
184,3477,GSE 76 PICO,9081 W PICO BLVD,LOS ANGELES,CALIFORNIA,90035,Service Station or Gas Station,ARB,,,,-118.38942867599246,34.055321112679366
185,3487,SHARZAD PETRO ENT CORP,1355 W MARTIN LUTHER KING JR BLVD,LOS ANGELES,CALIFORNIA,90037,Service Station or Gas Station,ARB,,,YES,-118.29948062533043,34.010918396067325
186,3486,GOLD STAR GAS,1100 W MARTIN LUTHER KING JR BLVD,LOS ANGELES,CALIFORNIA,90037,Service Station or Gas Station,ARB,,,YES,-118.29414804849344,34.010819503917176
187,3481,MV PETROLEUM CORP,5301 W OLYMPIC BLVD,LOS ANGELES,CALIFORNIA,90036,Service Station or Gas Station,ARB,,,,-118.34590838316512,34.05727530890861
188,3490,YOUNG'S SHELL,4403 S FIGUEROA ST,LOS ANGELES,CALIFORNIA,90037,Service Station or Gas Station,ARB,,,YES,-118.28276912359605,34.003698136859704
189,3496,VINE MOBIL,6301 SANTA MONICA BLVD,LOS ANGELES,CALIFORNIA,90038,Service Station or Gas Station,ARB,,,YES,-118.32666531775001,34.090816566031876
190,3488,BROADWAY MART,315 W VERNON AVE,LOS ANGELES,CALIFORNIA,90037,Service Station or Gas Station,ARB,,,YES,-118.27985089550224,34.00384449972404
191,3494,ARCO,1255 N HIGHLAND AVE,LOS ANGELES,CALIFORNIA,90038,Service Station or Gas Station,ARB,,,,-118.33868035381515,34.09357077487157
192,3499,GSE 76 SANTA MONICA,6678 SANTA MONICA BLVD,LOS ANGELES,CALIFORNIA,90038,Service Station or Gas Station,ARB,,,,-118.3357917826645,34.090671526969636
193,3485,COMILLA CORP,1010 W MARTIN LUTHER KING JR BLVD,LOS ANGELES,CALIFORNIA,90037,Service Station or Gas Station,ARB,,,YES,-118.29190770057974,34.01081605141986
194,3489,CHEVRON STATION# 207669,4000 S FIGUEROA ST,LOS ANGELES,CALIFORNIA,90037,Service Station or Gas Station,ARB,,,YES,-118.28266497760647,34.01111842597473
195,3493,CIRCLE K MOBIL STORE 2211220,1051 N HIGHLAND AVE,LOS ANGELES,CALIFORNIA,90038,Service Station or Gas Station,ARB,,,,-118.33864995583066,34.08982541870823
196,3495,USA #63037,5175 MELROSE AVE,LOS ANGELES,CALIFORNIA,90038,Service Station or Gas Station,ARB,,,YES,-118.31302743436845,34.08357053135517
197,8163,MANSHADI INVESTMENT LLC,3050 LOS FELIZ BLVD,LOS ANGELES,CALIFORNIA,90039,Service Station or Gas Station,ARB,,,,-118.26563511856575,34.12497517806223
198,3498,CIRCLE K MOBIL STORE 2211339,6601 MELROSE AVE,LOS ANGELES,CALIFORNIA,90038,Service Station or Gas Station,ARB,,,,-118.33866888655973,34.08351257364657
199,3504,GSE 76 LOS FELIZ,3053 LOS FELIZ BLVD,LOS ANGELES,CALIFORNIA,90039,Service Station or Gas Station,ARB,,,,-118.26574102003184,34.12504978671842
200,3497,"ABNER PETROLEUM, INC.",6537 MELROSE AVE,LOS ANGELES,CALIFORNIA,90038,Service Station or Gas Station,ARB,,,,-118.33811072772775,34.08351703338459
201,11382,VALERO STATION & FOOD MART,2918 RIVERSIDE DR,LOS ANGELES,CALIFORNIA,90039,Service Station or Gas Station,ARB,,,,-118.26517585907852,34.11110648457679
202,3501,"ROGER'S GAS + MINI MART, LLC",2466 RIVERSIDE DR,LOS ANGELES,CALIFORNIA,90039,Service Station or Gas Station,ARB,,,,-118.25606224637545,34.10557895180733
203,3503,VALERO GLENDALE BLVD,3047 GLENDALE BLVD,LOS ANGELES,CALIFORNIA,90039,Service Station or Gas Station,ARB,,,,-118.26351127152778,34.11579215658293
204,8861,LOS FELIZ OIL,3073 LOS FELIZ BLVD,LOS ANGELES,CALIFORNIA,90039,Service Station or Gas Station,ARB,,,,-118.26610080820555,34.124864653181426
205,3500,HELO CHEVRON,2427 FLETCHER DR,LOS ANGELES,CALIFORNIA,90039,Service Station or Gas Station,ARB,,,,-118.25634993590064,34.106279478715095
206,9164,SANTA MONICA SHELL,11574 SANTA MONICA BLVD,WEST LOS ANGELES,CALIFORNIA,90025,Service Station or Gas Station,ARB,,,,-118.45356840525751,34.04477377738807
207,3509,7-ELEVEN INC #33459,5536 E WASHINGTON BLVD,COMMERCE,CALIFORNIA,90040,Service Station or Gas Station,ARB,,,,-118.1601299962022,34.000387472504
208,3505,ATWATER 76,3070 GLENDALE BLVD,LOS ANGELES,CALIFORNIA,90039,Service Station or Gas Station,ARB,,,,-118.26300873576444,34.11576606185443
209,3512,RILLEY GAS & FOOD INC.,7667 E SLAUSON AVE,COMMERCE,CALIFORNIA,90040,Service Station or Gas Station,ARB,,,,-118.12666384326165,33.97590643893116
210,12772,COMMERCE (LOC. NO. 569),6333 TELEGRAPH RD,COMMERCE,CALIFORNIA,90040,Hypermart,ARB,,,,-118.14281535064777,33.99451207836987
211,3388,CHEVRON STATION# 98119,7368 N FIGUEROA ST,LOS ANGELES,CALIFORNIA,90041,Service Station or Gas Station,ARB,,,,-118.18764156610521,34.13751281106757
212,8168,ARCO,6100 E WASHINGTON BLVD,COMMERCE,CALIFORNIA,90040,Service Station or Gas Station,ARB,,,,-118.14913270491026,33.99667508818501
213,3511,RASTAAR LLC,6810 E SLAUSON AVE,COMMERCE,CALIFORNIA,90040,Service Station or Gas Station,ARB,,,,-118.138776191368,33.9810390533099
214,3517,ARCO #1880,4380 EAGLE ROCK BLVD,LOS ANGELES,CALIFORNIA,90041,Service Station or Gas Station,ARB,,,,-118.22104371879243,34.123765848915006
215,3516,TONY CHEVRON,2960 W BROADWAY,LOS ANGELES,CALIFORNIA,90041,Service Station or Gas Station,ARB,,,,-118.22813631563832,34.145473745617096
216,3506,G&M OIL COMPANY #51,2155 S ATLANTIC BLVD,COMMERCE,CALIFORNIA,90040,Service Station or Gas Station,ARB,,,,-118.16184991993767,34.007087173534366
217,3518,ROUBENS UNION 76,4755 EAGLE ROCK BLVD,LOS ANGELES,CALIFORNIA,90041,Service Station or Gas Station,ARB,,,,-118.21640570995535,34.131701120410554
218,3521,AVENUE 64 FUEL,405 N AVENUE 64,LOS ANGELES,CALIFORNIA,90042,Service Station or Gas Station,ARB,,,,-118.17986838571728,34.11728447719699
219,3519,SHEIK MAIZON CORP,6405 YORK BLVD,LOS ANGELES,CALIFORNIA,90042,Service Station or Gas Station,ARB,,,,-118.18124531881622,34.114411488599515
220,8161,WORLD AUTO SERVICE,2200 COLORADO BLVD,LOS ANGELES,CALIFORNIA,90041,Service Station or Gas Station,ARB,,,,-118.21421467456743,34.139075036883575
221,3520,GRIGORIAN'S INC,105 N AVENUE 52,LOS ANGELES,CALIFORNIA,90042,Unknown,ARB,,,YES,-118.19959391222905,34.10652867995477
222,3513,CT PROPANE,1871 COLORADO BLVD,LOS ANGELES,CALIFORNIA,90041,Service Station or Gas Station,ARB,,,,-118.20830366907887,34.13940349177788
223,3525,MOBIL GAS STATION,6174 YORK BLVD,LOS ANGELES,CALIFORNIA,90042,Service Station or Gas Station,ARB,,,,-118.1847831726052,34.11582293857791
224,3510,COMMERCE CHEVRON,6150 E TELEGRAPH RD,COMMERCE,CALIFORNIA,90040,Service Station or Gas Station,ARB,,,,-118.14593905764127,33.9976010346602
225,3524,FIVE STAR GASOLINE,5404 YORK BLVD,LOS ANGELES,CALIFORNIA,90042,Service Station or Gas Station,ARB,,,,-118.19902019062911,34.119895360182866
226,3515,GLEN ROCK CAR WASH,2711 COLORADO BLVD,LOS ANGELES,CALIFORNIA,90041,Service Station or Gas Station,ARB,,,,-118.22400756229898,34.14262110957686
227,3528,ARCO FLORENCE,3411 W FLORENCE AVE,LOS ANGELES,CALIFORNIA,90043,Service Station or Gas Station,ARB,,,YES,-118.33161770978933,33.97458524491326
228,3514,EAGLE ROCK MOBIL,2207 COLORADO BLVD,LOS ANGELES,CALIFORNIA,90041,Service Station or Gas Station,ARB,,,,-118.21430752956873,34.139203569789046
229,3523,Highland Park Shell Inc.,5137 N FIGUEROA ST,LOS ANGELES,CALIFORNIA,90042,Service Station or Gas Station,ARB,,,YES,-118.20037937470825,34.10593190153614
230,3530,SHELL #68557,4660 W SLAUSON AVE,LOS ANGELES,CALIFORNIA,90043,Service Station or Gas Station,ARB,,,,-118.35796097312026,33.98855173337598
231,3534,CIRCLE K MOBIL STORE 2211292,7130 CRENSHAW BLVD,LOS ANGELES,CALIFORNIA,90043,Service Station or Gas Station,ARB,,,YES,-118.3308182997246,33.975306764695645
232,3538,WINALL OIL #2,615 W FLORENCE AVE,LOS ANGELES,CALIFORNIA,90044,Service Station or Gas Station,ARB,,,YES,-118.28416768539023,33.97470941340889
233,3532,LEES ARCO,5804 CRENSHAW BLVD,LOS ANGELES,CALIFORNIA,90043,Service Station or Gas Station,ARB,,,YES,-118.33062016199077,33.98888109838415
234,3522,HT UNION 76 #2 SERVICE,475 S AVE 60,LOS ANGELES,CALIFORNIA,90042,Service Station or Gas Station,ARB,,,,-118.1844892148053,34.105914084167836
235,3531,SLAUSON GAS STATION,4661 W SLAUSON AVE,LOS ANGELES,CALIFORNIA,90043,Service Station or Gas Station,ARB,,,,-118.35797206086173,33.988660992910624
236,3536,GSE 76 FLORENCE,1350 W FLORENCE AVE,LOS ANGELES,CALIFORNIA,90044,Service Station or Gas Station,ARB,,,,-118.29921008317862,33.974529415900015
237,11797,CRENSHAW ENERGY AND RETAIL LLC,5805 CRENSHAW BLVD,LOS ANGELES,CALIFORNIA,90043,Service Station or Gas Station,ARB,,,YES,-118.33101522607164,33.98889933034002
238,8566,CIRCLE K MOBIL STORE 2211145,7601 S SEPULVEDA BLVD,LOS ANGELES,CALIFORNIA,90045,Service Station or Gas Station,ARB,,,,-118.39498110199611,33.97165925567032
239,12941,GAS STATION,7550 S SEPULVEDA BLVD,LOS ANGELES,CALIFORNIA,90045,Service Station or Gas Station,ARB,,,,-118.39475552774522,33.972032734223546
240,3541,5201 W CENTURY BLVD,5201 W CENTURY BLVD,LOS ANGELES,CALIFORNIA,90045,Service Station or Gas Station,ARB,,,,-118.3701627606028,33.94552467372491
241,12760,UNITED PACIFIC #5624,5552 W CENTURY BLVD,LOS ANGELES,CALIFORNIA,90045,Service Station or Gas Station,ARB,,,,-118.37785656322968,33.94527725494148
242,3552,UNITED PACIFIC #5701,8525 S SEPULVEDA BLVD,LOS ANGELES,CALIFORNIA,90045,Service Station or Gas Station,ARB,,,,-118.39627621747331,33.96060820200713
243,3551,RVT'S PLAYA VISTA,8300 LINCOLN BLVD,LOS ANGELES,CALIFORNIA,90045,Service Station or Gas Station,ARB,,,,-118.42155693180683,33.962778452264054
244,11958,MSRK AMERICA INC,8126 LINCOLN BLVD,LOS ANGELES,CALIFORNIA,90045,Service Station or Gas Station,ARB,,,,-118.42308732701835,33.964606893593405
245,3550,UNITED PACIFIC #5625,7400 LA TIJERA BLVD,LOS ANGELES,CALIFORNIA,90045,Service Station or Gas Station,ARB,,,,-118.37931216092733,33.97046165548118
246,3543,SHELL #68555,5551 W CENTURY,LOS ANGELES,CALIFORNIA,90045,Service Station or Gas Station,ARB,,,,-118.37807299047594,33.9455840451677
247,3546,G&M OIL COMPANY #194,6101 W MANCHESTER AVE,LOS ANGELES,CALIFORNIA,90045,Service Station or Gas Station,ARB,,,,-118.39138971965968,33.95999360711943
248,3547,WESTCHESTER MOBIL,6600 W MANCHESTER AVE,LOS ANGELES,CALIFORNIA,90045,Service Station or Gas Station,ARB,,,,-118.40452333338496,33.959715099672245
249,3542,YOUNG MOBIL,5215 W CENTINELA AVE,LOS ANGELES,CALIFORNIA,90045,Service Station or Gas Station,ARB,,,,-118.37111047336957,33.97739516315646
250,3548,P. FRIO INC.,7360 LA TIJERA BLVD,LOS ANGELES,CALIFORNIA,90045,Service Station or Gas Station,ARB,,,,-118.37854173960943,33.97115803291708
251,3549,lax am pm,7370 LA TIJERA BLVD,LOS ANGELES,CALIFORNIA,90045,Service Station or Gas Station,ARB,,,,-118.37862116953117,33.971090833775136
252,3544,TMP CORPORATION,5800 W MANCHESTER AVE,LOS ANGELES,CALIFORNIA,90045,Service Station or Gas Station,ARB,,,,-118.38258291247124,33.959774186030025
253,3545,CENTINELA CHEVRON,5975 W CENTINELA AVE,LOS ANGELES,CALIFORNIA,90045,Service Station or Gas Station,ARB,,,,-118.38694763532503,33.977363764226524
254,3560,NORM'S 76 SERVICE,7979 SUNSET BLVD,LOS ANGELES,CALIFORNIA,90046,Service Station or Gas Station,ARB,,,,-118.36409128818224,34.098074690294915
255,3554,SUNSET OIL CORPORATION,7100 W SUNSET BLVD,LOS ANGELES,CALIFORNIA,90046,Service Station or Gas Station,ARB,,,,-118.34415839779166,34.09791823703716
256,3557,"Sunset Fairfax Oil, Inc.",7865 W SUNSET BLVD,LOS ANGELES,CALIFORNIA,90046,Service Station or Gas Station,ARB,,,,-118.36073623688763,34.09812046218973
257,11941,SUN FAX ARCO,7901 SUNSET BLVD,LOS ANGELES,CALIFORNIA,90046,Service Station or Gas Station,ARB,,,,-118.36157321073496,34.098110400574726
258,3556,UNITED PACIFIC #48,7861 MELROSE AVE,LOS ANGELES,CALIFORNIA,90046,Service Station or Gas Station,ARB,,,,-118.36069555335693,34.08384428408665
259,3562,CHEVRON STATION# 95008,8101 W SUNSET BLVD,LOS ANGELES,CALIFORNIA,90046,Service Station or Gas Station,ARB,,,,-118.36525346227737,34.09806746963815
260,3535,IMPERIAL SERVICE & MERCHANDISES INC,11400 S VERMONT AVE,LOS ANGELES,CALIFORNIA,90044,Service Station or Gas Station,ARB,,,YES,-118.29150072407904,33.93096641696677
261,3564,Chevron Florence,1400 W FLORENCE AVE,LOS ANGELES,CALIFORNIA,90047,Service Station or Gas Station,ARB,,,,-118.30032284762112,33.97452529700499
262,3537,RD 786 Enterprises,2138 W CENTURY BLVD,LOS ANGELES,CALIFORNIA,90047,Service Station or Gas Station,ARB,,,YES,-118.31699363254995,33.945421279568635
263,3563,G&M OIL COMPANY #99,12726 S WESTERN AVE,LOS ANGELES,CALIFORNIA,90047,Service Station or Gas Station,ARB,,,,-118.30899169610973,33.91715444102489
264,3313,USA #63199,11259 S VERMONT AVE,LOS ANGELES,CALIFORNIA,90044,Service Station or Gas Station,ARB,,,YES,-118.2919506513013,33.931994392427505
265,3567,DEBORAH AND TWIN,7600 S WESTERN AVE,LOS ANGELES,CALIFORNIA,90047,Service Station or Gas Station,ARB,,,,-118.30891639947215,33.97088586569031
266,3533,Han's Union,5816 S WESTERN AVE,LOS ANGELES,CALIFORNIA,90047,Service Station or Gas Station,ARB,,,YES,-118.30886577213752,33.98933513460898
267,3559,SANTA MONICA UNION 76,7960 SANTA MONICA BLVD,WEST HOLLYWOOD,CALIFORNIA,90046,Service Station or Gas Station,ARB,,,,-118.36350728463333,34.09075625479748
268,3566,KIM MOBIL,1803 W MANCHESTER AVE,LOS ANGELES,CALIFORNIA,90047,Service Station or Gas Station,ARB,,,,-118.30912894704309,33.960033948008444
269,11048,ARCO #63252,1403 CENTURY BLVD,LOS ANGELES,CALIFORNIA,90047,Service Station or Gas Station,ARB,,,YES,-118.30033979714375,33.94552893831005
270,8169,USA #63244,7564 SANTA MONICA BLVD,WEST HOLLYWOOD,CALIFORNIA,90046,Service Station or Gas Station,ARB,,,YES,-118.35505627802468,34.09073026618905
271,13098,FOOD 4 LESS FUEL CENTER #399,11533 S WESTERN AVE,LOS ANGELES,CALIFORNIA,90047,Hypermart,ARB,,,,-118.30920861168791,33.929586654600605
272,3565,WIE'S STATION,1769 W IMPERIAL HWY,LOS ANGELES,CALIFORNIA,90047,Service Station or Gas Station,ARB,,,,-118.30829578542196,33.93109050362403
273,3569,CALOIL 1 INC,6101 W OLYMPIC BLVD,LOS ANGELES,CALIFORNIA,90048,Service Station or Gas Station,ARB,,,,-118.36382076401686,34.05824354600296
274,3571,MAJESTIC CAR WASH,8017 W 3RD ST,LOS ANGELES,CALIFORNIA,90048,Service Station or Gas Station,ARB,,,,-118.3642910455951,34.07197501283676
275,3573,JACOBS UNION SERVICE,8755 W 3RD ST,LOS ANGELES,CALIFORNIA,90048,Service Station or Gas Station,ARB,,,,-118.38332027561006,34.07364373816815
276,3570,UNITED PACIFIC #2,7900 BEVERLY BLVD,LOS ANGELES,CALIFORNIA,90048,Service Station or Gas Station,ARB,,,,-118.36143953190867,34.07604947230541
277,3577,CHEVRON STATION# 99623,11852 SAN VICENTE BLVD,LOS ANGELES,CALIFORNIA,90049,Service Station or Gas Station,ARB,,,,-118.46897547723633,34.05279358245804
278,3572,GOLDENWEST TRIANGLE INC,8489 BEVERLY BLVD,WEST HOLLYWOOD,CALIFORNIA,90048,Service Station or Gas Station,ARB,,,,-118.37620717242291,34.076101278651336
279,3574,CHEVRON STATION# 93050,110 S BARRINGTON AVE,LOS ANGELES,CALIFORNIA,90049,Service Station or Gas Station,ARB,,,,-118.46975804030119,34.064974321308036
280,3578,BRENTWOOD 76 SERVICE,12037 SAN VICENTE BLVD,LOS ANGELES,CALIFORNIA,90049,Service Station or Gas Station,ARB,,,,-118.47411746704734,34.05208925591464
281,3575,CONSERV FUEL SITE #106,11699 SAN VICENTE BLVD,LOS ANGELES,CALIFORNIA,90049,Service Station or Gas Station,ARB,,,,-118.46568377238808,34.05376279261893
282,3581,BEL AIR 76,800 N SEPULVEDA BLVD,LOS ANGELES,CALIFORNIA,90049,Service Station or Gas Station,ARB,,,,-118.46949561093356,34.07785219032649
283,3568,SHELL #68558,8611 S WESTERN AVE,LOS ANGELES,CALIFORNIA,90047,Service Station or Gas Station,ARB,,,,-118.30908664023607,33.95986330884484
284,3580,CHEVRON STATION# 99528,670 N SEPULVEDA BLVD,LOS ANGELES,CALIFORNIA,90049,Service Station or Gas Station,ARB,,,,-118.4687224700658,34.07687537010248
285,10370,UNITED PACIFIC #103,4700 SLAUSON AVE,LOS ANGELES,CALIFORNIA,90056,Service Station or Gas Station,ARB,,,,-118.35870049013538,33.98848983573745
286,3583,SLAUSON 76,4856 W SLAUSON AVE,LOS ANGELES,CALIFORNIA,90056,Service Station or Gas Station,ARB,,,,-118.36175077108106,33.98773952775719
287,8162,Vernon AMPM,3031 E VERNON AVE,VERNON,CALIFORNIA,90058,Service Station or Gas Station,ARB,,,,-118.21987231045865,34.005558144393014
288,8160,7-ELEVEN INC #35639,1800 E SLAUSON BLVD,LOS ANGELES,CALIFORNIA,90058,Service Station or Gas Station,ARB,,,YES,-118.24110637236106,33.98919841247692
289,3579,26TH STREET UNION SERVICE,13060 SAN VICENTE BLVD,LOS ANGELES,CALIFORNIA,90049,Service Station or Gas Station,ARB,,,,-118.4911075580672,34.04839136776755
290,3582,LA BREA GAS,4701 W SLAUSON AVE,LOS ANGELES,CALIFORNIA,90056,Service Station or Gas Station,ARB,,,,-118.35856794535422,33.98861414362807
291,3561,WORLD OIL MARKETING COMPANY #65,8020 SANTA MONICA BLVD,WEST HOLLYWOOD,CALIFORNIA,90046,Service Station or Gas Station,ARB,,,,-118.36528200855768,34.09069518183743
292,3588,USA #63130,600 E ROSECRANS AVE,LOS ANGELES,CALIFORNIA,90059,Service Station or Gas Station,ARB,,,,-118.26507913789177,33.902097996725324
293,11632,VERNON FUEL DIST CENTER,4321 S ALAMEDA ST,VERNON,CALIFORNIA,90058,Service Station or Gas Station,ARB,,,YES,-118.23932059037278,34.004738769378946
294,8165,ARCO AMPM 83398,3278 E SLAUSON AVE,VERNON,CALIFORNIA,90058,Service Station or Gas Station,ARB,,,,-118.20890969522611,33.98913856619204
295,3596,UNITED PACIFIC #101,450 E EL SEGUNDO BLVD,LOS ANGELES,CALIFORNIA,90061,Service Station or Gas Station,ARB,,,,-118.26578713007184,33.91630542345675
